person,gender,wild,model,score
424,Female,True,r,1
424,Female,True,d,2
424,Female,True,a,3
425,Female,False,r,3
425,Female,False,a,1
425,Female,False,d,2
426,Female,True,r,1
426,Female,True,a,3
426,Female,True,d,2
427,Female,False,a,1
427,Female,False,r,3
427,Female,False,d,2
428,Female,True,a,2
428,Female,True,d,3
428,Female,True,r,1
429,Female,False,r,3
429,Female,False,a,2
429,Female,False,d,1
430,Female,True,a,2
430,Female,True,d,3
430,Female,True,r,1
431,Female,False,r,3
431,Female,False,d,1
431,Female,False,a,2
432,Female,True,a,3
432,Female,True,r,2
432,Female,True,d,1
433,Female,False,r,3
433,Female,False,d,2
433,Female,False,a,1
434,Female,True,r,2
434,Female,True,a,3
434,Female,True,d,1
435,Female,False,r,3
435,Female,False,a,1
435,Female,False,d,2
436,Female,True,a,3
436,Female,True,d,2
436,Female,True,r,1
437,Female,False,d,1
437,Female,False,r,3
437,Female,False,a,2
438,Female,True,a,2
438,Female,True,r,1
438,Female,True,d,3
439,Female,False,d,1
439,Female,False,r,3
439,Female,False,a,2
440,Female,True,d,3
440,Female,True,r,1
440,Female,True,a,2
441,Female,False,a,1
441,Female,False,r,3
441,Female,False,d,2
442,Female,True,r,1
442,Female,True,a,3
442,Female,True,d,2
443,Female,False,a,1
443,Female,False,r,3
443,Female,False,d,2
444,Female,True,r,1
444,Female,True,d,2
444,Female,True,a,3
445,Female,False,a,3
445,Female,False,r,2
445,Female,False,d,1
446,Female,True,r,2
446,Female,True,a,3
446,Female,True,d,1
447,Female,False,d,1
447,Female,False,r,3
447,Female,False,a,2
448,Female,True,d,1
448,Female,True,r,2
448,Female,True,a,3
449,Female,False,r,2
449,Female,False,d,3
449,Female,False,a,1
450,Female,True,r,1
450,Female,True,a,3
450,Female,True,d,2
451,Male,False,d,2
451,Male,False,a,1
451,Male,False,r,3
452,Male,True,a,2
452,Male,True,d,3
452,Male,True,r,1
453,Male,False,d,1
453,Male,False,a,2
453,Male,False,r,3
454,Male,True,r,2
454,Male,True,d,1
454,Male,True,a,3
455,Male,False,r,3
455,Male,False,a,1
455,Male,False,d,2
456,Male,True,r,1
456,Male,True,a,3
456,Male,True,d,2
457,Male,False,a,1
457,Male,False,r,3
457,Male,False,d,2
458,Male,True,a,2
458,Male,True,d,1
458,Male,True,r,3
459,Male,False,r,3
459,Male,False,a,2
459,Male,False,d,1
460,Male,True,a,2
460,Male,True,d,3
460,Male,True,r,1
461,Male,False,r,2
461,Male,False,d,1
461,Male,False,a,3
462,Male,True,a,3
462,Male,True,r,2
462,Male,True,d,1
463,Male,False,r,3
463,Male,False,d,2
463,Male,False,a,1
464,Male,True,r,2
464,Male,True,a,3
464,Male,True,d,1
465,Male,False,r,3
465,Male,False,a,1
465,Male,False,d,2
466,Male,True,a,3
466,Male,True,d,2
466,Male,True,r,1
467,Male,False,d,2
467,Male,False,r,3
467,Male,False,a,1
468,Male,True,a,3
468,Male,True,r,2
468,Male,True,d,1
469,Male,False,d,1
469,Male,False,r,3
469,Male,False,a,2
470,Male,True,d,3
470,Male,True,r,1
470,Male,True,a,2
471,Male,False,a,1
471,Male,False,r,3
471,Male,False,d,2
472,Male,True,r,1
472,Male,True,a,3
472,Male,True,d,2
473,Male,False,a,1
473,Male,False,r,3
473,Male,False,d,2
474,Male,True,r,1
474,Male,True,d,2
474,Male,True,a,3
475,Male,False,a,3
475,Male,False,r,2
475,Male,False,d,1
476,Male,True,r,3
476,Male,True,a,2
476,Male,True,d,1
477,Male,False,d,2
477,Male,False,r,3
477,Male,False,a,1
478,Male,True,d,2
478,Male,True,r,1
478,Male,True,a,3
479,Male,False,r,3
479,Male,False,d,2
479,Male,False,a,1
480,Male,True,r,2
480,Male,True,a,1
480,Male,True,d,3
481,Female,False,d,2
481,Female,False,a,1
481,Female,False,r,3
482,Female,True,a,1
482,Female,True,d,2
482,Female,True,r,3
483,Female,False,d,2
483,Female,False,a,1
483,Female,False,r,3
484,Female,True,r,1
484,Female,True,d,2
484,Female,True,a,3
485,Female,False,r,3
485,Female,False,a,2
485,Female,False,d,1
486,Female,True,r,1
486,Female,True,a,2
486,Female,True,d,3
487,Female,False,a,1
487,Female,False,r,3
487,Female,False,d,2
488,Female,True,a,2
488,Female,True,d,3
488,Female,True,r,1
489,Female,False,r,3
489,Female,False,a,2
489,Female,False,d,1
490,Female,True,a,1
490,Female,True,d,3
490,Female,True,r,2
491,Female,False,r,3
491,Female,False,d,1
491,Female,False,a,2
492,Female,True,a,1
492,Female,True,r,2
492,Female,True,d,3
493,Female,False,r,3
493,Female,False,d,2
493,Female,False,a,1
494,Female,True,r,3
494,Female,True,a,2
494,Female,True,d,1
495,Female,False,r,3
495,Female,False,a,2
495,Female,False,d,1
496,Female,True,a,3
496,Female,True,d,2
496,Female,True,r,1
497,Female,False,d,1
497,Female,False,r,3
497,Female,False,a,2
498,Female,True,a,3
498,Female,True,r,2
498,Female,True,d,1
499,Female,False,d,1
499,Female,False,r,3
499,Female,False,a,2
500,Female,True,d,3
500,Female,True,r,1
500,Female,True,a,2
501,Female,False,a,1
501,Female,False,r,3
501,Female,False,d,2
502,Female,True,r,1
502,Female,True,a,2
502,Female,True,d,3
503,Female,False,a,1
503,Female,False,r,3
503,Female,False,d,2
504,Female,True,r,1
504,Female,True,d,2
504,Female,True,a,3
505,Female,False,a,3
505,Female,False,r,2
505,Female,False,d,1
506,Female,True,r,3
506,Female,True,a,2
506,Female,True,d,1
507,Female,False,d,2
507,Female,False,r,3
507,Female,False,a,1
508,Female,True,d,1
508,Female,True,r,2
508,Female,True,a,3
509,Female,False,r,3
509,Female,False,d,2
509,Female,False,a,1
510,Female,True,r,2
510,Female,True,a,1
510,Female,True,d,3
511,Female,False,d,2
511,Female,False,a,1
511,Female,False,r,3
512,Female,True,a,3
512,Female,True,d,2
512,Female,True,r,1
513,Female,False,d,1
513,Female,False,a,2
513,Female,False,r,3
514,Female,True,r,1
514,Female,True,d,3
514,Female,True,a,2
515,Female,False,r,2
515,Female,False,a,1
515,Female,False,d,3
516,Female,True,r,2
516,Female,True,a,1
516,Female,True,d,3
517,Female,False,a,3
517,Female,False,r,1
517,Female,False,d,2
518,Female,True,a,1
518,Female,True,d,3
518,Female,True,r,2
519,Female,False,r,2
519,Female,False,a,3
519,Female,False,d,1
520,Female,True,a,1
520,Female,True,d,2
520,Female,True,r,3
521,Female,False,r,2
521,Female,False,d,1
521,Female,False,a,3
522,Female,True,a,1
522,Female,True,r,2
522,Female,True,d,3
523,Female,False,r,2
523,Female,False,d,1
523,Female,False,a,3
524,Female,True,r,2
524,Female,True,a,3
524,Female,True,d,1
525,Female,False,r,3
525,Female,False,a,2
525,Female,False,d,1
526,Female,True,a,2
526,Female,True,d,3
526,Female,True,r,1
527,Female,False,d,3
527,Female,False,r,2
527,Female,False,a,1
528,Female,True,a,3
528,Female,True,r,2
528,Female,True,d,1
529,Female,False,d,1
529,Female,False,r,3
529,Female,False,a,2
530,Female,True,d,3
530,Female,True,r,2
530,Female,True,a,1
531,Female,False,a,1
531,Female,False,r,2
531,Female,False,d,3
532,Female,True,r,3
532,Female,True,a,2
532,Female,True,d,1
533,Female,False,a,1
533,Female,False,r,3
533,Female,False,d,2
534,Female,True,r,2
534,Female,True,d,1
534,Female,True,a,3
535,Female,False,a,3
535,Female,False,r,2
535,Female,False,d,1
536,Female,True,r,1
536,Female,True,a,3
536,Female,True,d,2
537,Female,False,d,1
537,Female,False,r,3
537,Female,False,a,2
538,Female,True,d,1
538,Female,True,r,2
538,Female,True,a,3
539,Female,False,r,3
539,Female,False,d,2
539,Female,False,a,1
540,Female,True,r,1
540,Female,True,a,2
540,Female,True,d,3
541,Male,False,d,2
541,Male,False,a,1
541,Male,False,r,3
542,Male,True,a,3
542,Male,True,d,2
542,Male,True,r,1
543,Male,False,d,2
543,Male,False,a,1
543,Male,False,r,3
544,Male,True,r,1
544,Male,True,d,3
544,Male,True,a,2
545,Male,False,r,3
545,Male,False,a,1
545,Male,False,d,2
546,Male,True,r,1
546,Male,True,a,2
546,Male,True,d,3
547,Male,False,a,1
547,Male,False,r,3
547,Male,False,d,2
548,Male,True,a,1
548,Male,True,d,2
548,Male,True,r,3
549,Male,False,r,2
549,Male,False,a,1
549,Male,False,d,3
550,Male,True,a,2
550,Male,True,d,1
550,Male,True,r,3
551,Male,False,r,2
551,Male,False,d,1
551,Male,False,a,3
552,Male,True,a,3
552,Male,True,r,2
552,Male,True,d,1
553,Male,False,r,3
553,Male,False,d,1
553,Male,False,a,2
554,Male,True,r,2
554,Male,True,a,3
554,Male,True,d,1
555,Male,False,r,3
555,Male,False,a,1
555,Male,False,d,2
556,Male,True,a,3
556,Male,True,d,2
556,Male,True,r,1
557,Male,False,d,3
557,Male,False,r,2
557,Male,False,a,1
558,Male,True,a,3
558,Male,True,r,2
558,Male,True,d,1
559,Male,False,d,2
559,Male,False,r,3
559,Male,False,a,1
560,Male,True,d,3
560,Male,True,r,1
560,Male,True,a,2
561,Male,False,a,1
561,Male,False,r,3
561,Male,False,d,2
562,Male,True,r,1
562,Male,True,a,2
562,Male,True,d,3
563,Male,False,a,1
563,Male,False,r,3
563,Male,False,d,2
564,Male,True,r,1
564,Male,True,d,2
564,Male,True,a,3
565,Male,False,a,3
565,Male,False,r,2
565,Male,False,d,1
566,Male,True,r,3
566,Male,True,a,2
566,Male,True,d,1
567,Male,False,d,2
567,Male,False,r,3
567,Male,False,a,1
568,Male,True,d,2
568,Male,True,r,1
568,Male,True,a,3
569,Male,False,r,3
569,Male,False,d,2
569,Male,False,a,1
570,Male,True,r,2
570,Male,True,a,1
570,Male,True,d,3
571,Male,False,d,2
571,Male,False,a,3
571,Male,False,r,1
572,Male,True,a,3
572,Male,True,d,1
572,Male,True,r,2
573,Male,False,d,2
573,Male,False,a,3
573,Male,False,r,1
574,Male,True,r,3
574,Male,True,d,1
574,Male,True,a,2
575,Male,False,r,1
575,Male,False,a,3
575,Male,False,d,2
576,Male,True,r,3
576,Male,True,a,2
576,Male,True,d,1
577,Male,False,a,3
577,Male,False,r,2
577,Male,False,d,1
578,Male,True,a,1
578,Male,True,d,2
578,Male,True,r,3
579,Male,False,r,1
579,Male,False,a,2
579,Male,False,d,3
580,Male,True,a,1
580,Male,True,d,2
580,Male,True,r,3
581,Male,False,r,1
581,Male,False,d,3
581,Male,False,a,2
582,Male,True,a,3
582,Male,True,r,2
582,Male,True,d,1
583,Male,False,r,1
583,Male,False,d,3
583,Male,False,a,2
584,Male,True,r,2
584,Male,True,a,1
584,Male,True,d,3
585,Male,False,r,1
585,Male,False,a,3
585,Male,False,d,2
586,Male,True,a,1
586,Male,True,d,2
586,Male,True,r,3
587,Male,False,d,2
587,Male,False,r,1
587,Male,False,a,3
588,Male,True,a,1
588,Male,True,r,2
588,Male,True,d,3
589,Male,False,d,3
589,Male,False,r,1
589,Male,False,a,2
590,Male,True,d,1
590,Male,True,r,3
590,Male,True,a,2
591,Male,False,a,3
591,Male,False,r,1
591,Male,False,d,2
592,Male,True,r,3
592,Male,True,a,1
592,Male,True,d,2
593,Male,False,a,3
593,Male,False,r,1
593,Male,False,d,2
594,Male,True,r,3
594,Male,True,d,1
594,Male,True,a,2
595,Male,False,a,1
595,Male,False,r,2
595,Male,False,d,3
596,Male,True,r,2
596,Male,True,a,1
596,Male,True,d,3
597,Male,False,d,2
597,Male,False,r,1
597,Male,False,a,3
598,Male,True,d,2
598,Male,True,r,3
598,Male,True,a,1
599,Male,False,r,1
599,Male,False,d,2
599,Male,False,a,3
600,Male,True,r,2
600,Male,True,a,3
600,Male,True,d,1
601,Male,False,d,1
601,Male,False,a,2
601,Male,False,r,3
602,Male,True,a,3
602,Male,True,d,1
602,Male,True,r,2
603,Male,False,d,1
603,Male,False,a,2
603,Male,False,r,3
604,Male,True,r,1
604,Male,True,d,3
604,Male,True,a,2
605,Male,False,r,3
605,Male,False,a,1
605,Male,False,d,2
606,Male,True,r,1
606,Male,True,a,2
606,Male,True,d,3
607,Male,False,a,1
607,Male,False,r,3
607,Male,False,d,2
608,Male,True,a,2
608,Male,True,d,3
608,Male,True,r,1
609,Male,False,r,3
609,Male,False,a,2
609,Male,False,d,1
610,Male,True,a,1
610,Male,True,d,3
610,Male,True,r,2
611,Male,False,r,2
611,Male,False,d,1
611,Male,False,a,3
612,Male,True,a,1
612,Male,True,r,2
612,Male,True,d,3
613,Male,False,r,3
613,Male,False,d,2
613,Male,False,a,1
614,Male,True,r,2
614,Male,True,a,3
614,Male,True,d,1
615,Male,False,r,3
615,Male,False,a,1
615,Male,False,d,2
616,Male,True,a,3
616,Male,True,d,2
616,Male,True,r,1
617,Male,False,d,1
617,Male,False,r,3
617,Male,False,a,2
618,Male,True,a,3
618,Male,True,r,2
618,Male,True,d,1
619,Male,False,d,1
619,Male,False,r,3
619,Male,False,a,2
620,Male,True,d,2
620,Male,True,r,1
620,Male,True,a,3
621,Male,False,a,1
621,Male,False,r,3
621,Male,False,d,2
622,Male,True,r,1
622,Male,True,a,3
622,Male,True,d,2
623,Male,False,a,1
623,Male,False,r,3
623,Male,False,d,2
624,Male,True,r,1
624,Male,True,d,2
624,Male,True,a,3
625,Male,False,a,3
625,Male,False,r,2
625,Male,False,d,1
626,Male,True,r,1
626,Male,True,a,3
626,Male,True,d,2
627,Male,False,d,2
627,Male,False,r,3
627,Male,False,a,1
628,Male,True,d,1
628,Male,True,r,2
628,Male,True,a,3
629,Male,False,r,3
629,Male,False,d,2
629,Male,False,a,1
630,Male,True,r,1
630,Male,True,a,2
630,Male,True,d,3
631,Female,False,d,1
631,Female,False,a,2
631,Female,False,r,3
632,Female,True,a,2
632,Female,True,d,1
632,Female,True,r,3
633,Female,False,d,1
633,Female,False,a,2
633,Female,False,r,3
634,Female,True,r,3
634,Female,True,d,2
634,Female,True,a,1
635,Female,False,r,3
635,Female,False,a,2
635,Female,False,d,1
636,Female,True,r,1
636,Female,True,a,3
636,Female,True,d,2
637,Female,False,a,1
637,Female,False,r,2
637,Female,False,d,3
638,Female,True,a,3
638,Female,True,d,2
638,Female,True,r,1
639,Female,False,r,3
639,Female,False,a,2
639,Female,False,d,1
640,Female,True,a,3
640,Female,True,d,2
640,Female,True,r,1
641,Female,False,r,2
641,Female,False,d,1
641,Female,False,a,3
642,Female,True,a,3
642,Female,True,r,2
642,Female,True,d,1
643,Female,False,r,3
643,Female,False,d,2
643,Female,False,a,1
644,Female,True,r,2
644,Female,True,a,3
644,Female,True,d,1
645,Female,False,r,3
645,Female,False,a,2
645,Female,False,d,1
646,Female,True,a,3
646,Female,True,d,2
646,Female,True,r,1
647,Female,False,d,1
647,Female,False,r,3
647,Female,False,a,2
648,Female,True,a,3
648,Female,True,r,2
648,Female,True,d,1
649,Female,False,d,1
649,Female,False,r,3
649,Female,False,a,2
650,Female,True,d,3
650,Female,True,r,2
650,Female,True,a,1
651,Female,False,a,2
651,Female,False,r,3
651,Female,False,d,1
652,Female,True,r,2
652,Female,True,a,1
652,Female,True,d,3
653,Female,False,a,1
653,Female,False,r,3
653,Female,False,d,2
654,Female,True,r,1
654,Female,True,d,2
654,Female,True,a,3
655,Female,False,a,3
655,Female,False,r,2
655,Female,False,d,1
656,Female,True,r,2
656,Female,True,a,3
656,Female,True,d,1
657,Female,False,d,1
657,Female,False,r,3
657,Female,False,a,2
658,Female,True,d,2
658,Female,True,r,1
658,Female,True,a,3
659,Female,False,r,3
659,Female,False,d,1
659,Female,False,a,2
660,Female,True,r,2
660,Female,True,a,3
660,Female,True,d,1
661,Female,False,d,2
661,Female,False,a,1
661,Female,False,r,3
662,Female,True,a,1
662,Female,True,d,3
662,Female,True,r,2
663,Female,False,d,2
663,Female,False,a,1
663,Female,False,r,3
664,Female,True,r,1
664,Female,True,d,3
664,Female,True,a,2
665,Female,False,r,3
665,Female,False,a,2
665,Female,False,d,1
666,Female,True,r,1
666,Female,True,a,3
666,Female,True,d,2
667,Female,False,a,1
667,Female,False,r,2
667,Female,False,d,3
668,Female,True,a,1
668,Female,True,d,2
668,Female,True,r,3
669,Female,False,r,2
669,Female,False,a,3
669,Female,False,d,1
670,Female,True,a,2
670,Female,True,d,3
670,Female,True,r,1
671,Female,False,r,1
671,Female,False,d,2
671,Female,False,a,3
672,Female,True,a,3
672,Female,True,r,2
672,Female,True,d,1
673,Female,False,r,3
673,Female,False,d,2
673,Female,False,a,1
674,Female,True,r,2
674,Female,True,a,3
674,Female,True,d,1
675,Female,False,r,3
675,Female,False,a,2
675,Female,False,d,1
676,Female,True,a,3
676,Female,True,d,2
676,Female,True,r,1
677,Female,False,d,1
677,Female,False,r,3
677,Female,False,a,2
678,Female,True,a,3
678,Female,True,r,2
678,Female,True,d,1
679,Female,False,d,1
679,Female,False,r,3
679,Female,False,a,2
680,Female,True,d,3
680,Female,True,r,1
680,Female,True,a,2
681,Female,False,a,1
681,Female,False,r,3
681,Female,False,d,2
682,Female,True,r,1
682,Female,True,a,3
682,Female,True,d,2
683,Female,False,a,1
683,Female,False,r,2
683,Female,False,d,3
684,Female,True,r,1
684,Female,True,d,2
684,Female,True,a,3
685,Female,False,a,3
685,Female,False,r,2
685,Female,False,d,1
686,Female,True,r,1
686,Female,True,a,3
686,Female,True,d,2
687,Female,False,d,2
687,Female,False,r,3
687,Female,False,a,1
688,Female,True,d,1
688,Female,True,r,2
688,Female,True,a,3
689,Female,False,r,3
689,Female,False,d,2
689,Female,False,a,1
690,Female,True,r,2
690,Female,True,a,1
690,Female,True,d,3
691,Male,False,d,2
691,Male,False,a,1
691,Male,False,r,3
692,Male,True,a,2
692,Male,True,d,3
692,Male,True,r,1
693,Male,False,d,1
693,Male,False,a,2
693,Male,False,r,3
694,Male,True,r,1
694,Male,True,d,3
694,Male,True,a,2
695,Male,False,r,3
695,Male,False,a,2
695,Male,False,d,1
696,Male,True,r,1
696,Male,True,a,2
696,Male,True,d,3
697,Male,False,a,1
697,Male,False,r,3
697,Male,False,d,2
698,Male,True,a,3
698,Male,True,d,2
698,Male,True,r,1
699,Male,False,r,3
699,Male,False,a,2
699,Male,False,d,1
700,Male,True,a,2
700,Male,True,d,3
700,Male,True,r,1
701,Male,False,r,2
701,Male,False,d,1
701,Male,False,a,3
702,Male,True,a,3
702,Male,True,r,2
702,Male,True,d,1
703,Male,False,r,3
703,Male,False,d,2
703,Male,False,a,1
704,Male,True,r,2
704,Male,True,a,3
704,Male,True,d,1
705,Male,False,r,3
705,Male,False,a,2
705,Male,False,d,1
706,Male,True,a,3
706,Male,True,d,2
706,Male,True,r,1
707,Male,False,d,1
707,Male,False,r,3
707,Male,False,a,2
708,Male,True,a,3
708,Male,True,r,2
708,Male,True,d,1
709,Male,False,d,1
709,Male,False,r,3
709,Male,False,a,2
710,Male,True,d,3
710,Male,True,r,1
710,Male,True,a,2
711,Male,False,a,1
711,Male,False,r,3
711,Male,False,d,2
712,Male,True,r,1
712,Male,True,a,3
712,Male,True,d,2
713,Male,False,a,1
713,Male,False,r,3
713,Male,False,d,2
714,Male,True,r,1
714,Male,True,d,2
714,Male,True,a,3
715,Male,False,a,3
715,Male,False,r,2
715,Male,False,d,1
716,Male,True,r,3
716,Male,True,a,2
716,Male,True,d,1
717,Male,False,d,1
717,Male,False,r,3
717,Male,False,a,2
718,Male,True,d,1
718,Male,True,r,2
718,Male,True,a,3
719,Male,False,r,3
719,Male,False,d,2
719,Male,False,a,1
720,Male,True,r,2
720,Male,True,a,1
720,Male,True,d,3
721,Male,False,d,2
721,Male,False,a,1
721,Male,False,r,3
722,Male,True,a,2
722,Male,True,d,3
722,Male,True,r,1
723,Male,False,d,2
723,Male,False,a,1
723,Male,False,r,3
724,Male,True,r,2
724,Male,True,d,3
724,Male,True,a,1
725,Male,False,r,3
725,Male,False,a,1
725,Male,False,d,2
726,Male,True,r,1
726,Male,True,a,3
726,Male,True,d,2
727,Male,False,a,1
727,Male,False,r,3
727,Male,False,d,2
728,Male,True,a,3
728,Male,True,d,2
728,Male,True,r,1
729,Male,False,r,3
729,Male,False,a,2
729,Male,False,d,1
730,Male,True,a,2
730,Male,True,d,3
730,Male,True,r,1
731,Male,False,r,3
731,Male,False,d,1
731,Male,False,a,2
732,Male,True,a,3
732,Male,True,r,2
732,Male,True,d,1
733,Male,False,r,3
733,Male,False,d,2
733,Male,False,a,1
734,Male,True,r,3
734,Male,True,a,2
734,Male,True,d,1
735,Male,False,r,3
735,Male,False,a,2
735,Male,False,d,1
736,Male,True,a,3
736,Male,True,d,2
736,Male,True,r,1
737,Male,False,d,1
737,Male,False,r,3
737,Male,False,a,2
738,Male,True,a,3
738,Male,True,r,1
738,Male,True,d,2
739,Male,False,d,1
739,Male,False,r,3
739,Male,False,a,2
740,Male,True,d,3
740,Male,True,r,1
740,Male,True,a,2
741,Male,False,a,1
741,Male,False,r,3
741,Male,False,d,2
742,Male,True,r,1
742,Male,True,a,3
742,Male,True,d,2
743,Male,False,a,1
743,Male,False,r,3
743,Male,False,d,2
744,Male,True,r,1
744,Male,True,d,2
744,Male,True,a,3
745,Male,False,a,3
745,Male,False,r,2
745,Male,False,d,1
746,Male,True,r,1
746,Male,True,a,3
746,Male,True,d,2
747,Male,False,d,2
747,Male,False,r,3
747,Male,False,a,1
748,Male,True,d,2
748,Male,True,r,1
748,Male,True,a,3
749,Male,False,r,3
749,Male,False,d,2
749,Male,False,a,1
750,Male,True,r,2
750,Male,True,a,1
750,Male,True,d,3
751,Female,False,d,2
751,Female,False,a,1
751,Female,False,r,3
752,Female,True,a,1
752,Female,True,d,3
752,Female,True,r,2
753,Female,False,d,2
753,Female,False,a,1
753,Female,False,r,3
754,Female,True,r,2
754,Female,True,d,1
754,Female,True,a,3
755,Female,False,r,3
755,Female,False,a,1
755,Female,False,d,2
756,Female,True,r,1
756,Female,True,a,2
756,Female,True,d,3
757,Female,False,a,3
757,Female,False,r,1
757,Female,False,d,2
758,Female,True,a,2
758,Female,True,d,3
758,Female,True,r,1
759,Female,False,r,3
759,Female,False,a,1
759,Female,False,d,2
760,Female,True,a,1
760,Female,True,d,3
760,Female,True,r,2
761,Female,False,r,3
761,Female,False,d,1
761,Female,False,a,2
762,Female,True,a,3
762,Female,True,r,2
762,Female,True,d,1
763,Female,False,r,2
763,Female,False,d,1
763,Female,False,a,3
764,Female,True,r,2
764,Female,True,a,1
764,Female,True,d,3
765,Female,False,r,2
765,Female,False,a,3
765,Female,False,d,1
766,Female,True,a,1
766,Female,True,d,2
766,Female,True,r,3
767,Female,False,d,2
767,Female,False,r,1
767,Female,False,a,3
768,Female,True,a,2
768,Female,True,r,1
768,Female,True,d,3
769,Female,False,d,1
769,Female,False,r,3
769,Female,False,a,2
770,Female,True,d,3
770,Female,True,r,1
770,Female,True,a,2
771,Female,False,a,3
771,Female,False,r,1
771,Female,False,d,2
772,Female,True,r,3
772,Female,True,a,1
772,Female,True,d,2
773,Female,False,a,2
773,Female,False,r,3
773,Female,False,d,1
774,Female,True,r,3
774,Female,True,d,2
774,Female,True,a,1
775,Female,False,a,2
775,Female,False,r,1
775,Female,False,d,3
776,Female,True,r,3
776,Female,True,a,2
776,Female,True,d,1
777,Female,False,d,1
777,Female,False,r,2
777,Female,False,a,3
778,Female,True,d,1
778,Female,True,r,2
778,Female,True,a,3
779,Female,False,r,3
779,Female,False,d,2
779,Female,False,a,1
780,Female,True,r,1
780,Female,True,a,3
780,Female,True,d,2
781,Male,False,d,1
781,Male,False,a,3
781,Male,False,r,2
782,Male,True,a,3
782,Male,True,d,2
782,Male,True,r,1
783,Male,False,d,1
783,Male,False,a,2
783,Male,False,r,3
784,Male,True,r,2
784,Male,True,d,3
784,Male,True,a,1
785,Male,False,r,2
785,Male,False,a,3
785,Male,False,d,1
786,Male,True,r,1
786,Male,True,a,2
786,Male,True,d,3
787,Male,False,a,1
787,Male,False,r,3
787,Male,False,d,2
788,Male,True,a,1
788,Male,True,d,2
788,Male,True,r,3
789,Male,False,r,3
789,Male,False,a,2
789,Male,False,d,1
790,Male,True,a,1
790,Male,True,d,3
790,Male,True,r,2
791,Male,False,r,3
791,Male,False,d,1
791,Male,False,a,2
792,Male,True,a,3
792,Male,True,r,2
792,Male,True,d,1
793,Male,False,r,3
793,Male,False,d,1
793,Male,False,a,2
794,Male,True,r,2
794,Male,True,a,3
794,Male,True,d,1
795,Male,False,r,3
795,Male,False,a,2
795,Male,False,d,1
796,Male,True,a,3
796,Male,True,d,2
796,Male,True,r,1
797,Male,False,d,1
797,Male,False,r,3
797,Male,False,a,2
798,Male,True,a,3
798,Male,True,r,2
798,Male,True,d,1
799,Male,False,d,1
799,Male,False,r,3
799,Male,False,a,2
800,Male,True,d,3
800,Male,True,r,1
800,Male,True,a,2
801,Male,False,a,2
801,Male,False,r,3
801,Male,False,d,1
802,Male,True,r,1
802,Male,True,a,3
802,Male,True,d,2
803,Male,False,a,1
803,Male,False,r,3
803,Male,False,d,2
804,Male,True,r,1
804,Male,True,d,2
804,Male,True,a,3
805,Male,False,a,3
805,Male,False,r,2
805,Male,False,d,1
806,Male,True,r,3
806,Male,True,a,2
806,Male,True,d,1
807,Male,False,d,1
807,Male,False,r,3
807,Male,False,a,2
808,Male,True,d,2
808,Male,True,r,1
808,Male,True,a,3
809,Male,False,r,3
809,Male,False,d,2
809,Male,False,a,1
810,Male,True,r,2
810,Male,True,a,1
810,Male,True,d,3
811,Male,False,d,1
811,Male,False,a,2
811,Male,False,r,3
812,Male,True,a,3
812,Male,True,d,2
812,Male,True,r,1
813,Male,False,d,2
813,Male,False,a,1
813,Male,False,r,3
814,Male,True,r,1
814,Male,True,d,2
814,Male,True,a,3
815,Male,False,r,3
815,Male,False,a,1
815,Male,False,d,2
816,Male,True,r,1
816,Male,True,a,3
816,Male,True,d,2
817,Male,False,a,1
817,Male,False,r,3
817,Male,False,d,2
818,Male,True,a,3
818,Male,True,d,2
818,Male,True,r,1
819,Male,False,r,1
819,Male,False,a,3
819,Male,False,d,2
820,Male,True,a,3
820,Male,True,d,1
820,Male,True,r,2
821,Male,False,r,3
821,Male,False,d,1
821,Male,False,a,2
822,Male,True,a,3
822,Male,True,r,2
822,Male,True,d,1
823,Male,False,r,3
823,Male,False,d,2
823,Male,False,a,1
824,Male,True,r,3
824,Male,True,a,2
824,Male,True,d,1
825,Male,False,r,3
825,Male,False,a,2
825,Male,False,d,1
826,Male,True,a,3
826,Male,True,d,2
826,Male,True,r,1
827,Male,False,d,2
827,Male,False,r,3
827,Male,False,a,1
828,Male,True,a,3
828,Male,True,r,2
828,Male,True,d,1
829,Male,False,d,1
829,Male,False,r,3
829,Male,False,a,2
830,Male,True,d,2
830,Male,True,r,1
830,Male,True,a,3
831,Male,False,a,1
831,Male,False,r,3
831,Male,False,d,2
832,Male,True,r,1
832,Male,True,a,3
832,Male,True,d,2
833,Male,False,a,1
833,Male,False,r,3
833,Male,False,d,2
834,Male,True,r,1
834,Male,True,d,2
834,Male,True,a,3
835,Male,False,a,3
835,Male,False,r,2
835,Male,False,d,1
836,Male,True,r,2
836,Male,True,a,3
836,Male,True,d,1
837,Male,False,d,2
837,Male,False,r,3
837,Male,False,a,1
838,Male,True,d,2
838,Male,True,r,1
838,Male,True,a,3
839,Male,False,r,3
839,Male,False,d,2
839,Male,False,a,1
840,Male,True,r,2
840,Male,True,a,1
840,Male,True,d,3
841,Male,False,d,2
841,Male,False,a,1
841,Male,False,r,3
842,Male,True,a,1
842,Male,True,d,2
842,Male,True,r,3
843,Male,False,d,2
843,Male,False,a,1
843,Male,False,r,3
844,Male,True,r,1
844,Male,True,d,3
844,Male,True,a,2
845,Male,False,r,3
845,Male,False,a,1
845,Male,False,d,2
846,Male,True,r,3
846,Male,True,a,1
846,Male,True,d,2
847,Male,False,a,1
847,Male,False,r,3
