person,gender,wild,model,score
102,Male,True,r,1
102,Male,True,d,3
103,Male,False,r,3
103,Male,False,d,2
103,Male,False,a,1
104,Male,True,r,2
104,Male,True,a,3
104,Male,True,d,1
105,Male,False,r,3
105,Male,False,a,1
105,Male,False,d,2
106,Male,True,a,3
106,Male,True,d,2
106,Male,True,r,1
107,Male,False,d,2
107,Male,False,r,3
107,Male,False,a,1
108,Male,True,a,2
108,Male,True,r,3
108,Male,True,d,1
109,Male,False,d,2
109,Male,False,r,3
109,Male,False,a,1
110,Male,True,d,2
110,Male,True,r,1
110,Male,True,a,3
111,Male,False,a,1
111,Male,False,r,3
111,Male,False,d,2
112,Male,True,r,1
112,Male,True,a,3
112,Male,True,d,2
113,Male,False,a,1
113,Male,False,r,3
113,Male,False,d,2
114,Male,True,r,1
114,Male,True,d,3
114,Male,True,a,2
115,Male,False,a,3
115,Male,False,r,2
115,Male,False,d,1
116,Male,True,r,3
116,Male,True,a,2
116,Male,True,d,1
117,Male,False,d,2
117,Male,False,r,3
117,Male,False,a,1
118,Male,True,d,1
118,Male,True,r,2
118,Male,True,a,3
119,Male,False,r,3
119,Male,False,d,1
119,Male,False,a,2
120,Male,True,r,2
120,Male,True,a,1
120,Male,True,d,3
121,Male,False,d,2
121,Male,False,a,1
121,Male,False,r,3
122,Male,True,a,2
122,Male,True,d,3
122,Male,True,r,1
123,Male,False,d,1
123,Male,False,a,2
123,Male,False,r,3
124,Male,True,r,1
124,Male,True,d,2
124,Male,True,a,3
125,Male,False,r,3
125,Male,False,a,1
125,Male,False,d,2
126,Male,True,r,1
126,Male,True,a,2
126,Male,True,d,3
127,Male,False,a,1
127,Male,False,r,3
127,Male,False,d,2
128,Male,True,a,3
128,Male,True,d,2
128,Male,True,r,1
129,Male,False,r,3
129,Male,False,a,2
129,Male,False,d,1
130,Male,True,a,2
130,Male,True,d,3
130,Male,True,r,1
131,Male,False,r,3
131,Male,False,d,1
131,Male,False,a,2
132,Male,True,a,2
132,Male,True,r,3
132,Male,True,d,1
133,Male,False,r,3
133,Male,False,d,2
133,Male,False,a,1
134,Male,True,r,2
134,Male,True,a,3
134,Male,True,d,1
135,Male,False,r,3
135,Male,False,a,1
135,Male,False,d,2
136,Male,True,a,3
136,Male,True,d,2
136,Male,True,r,1
137,Male,False,d,1
137,Male,False,r,3
137,Male,False,a,2
138,Male,True,a,3
138,Male,True,r,2
138,Male,True,d,1
139,Male,False,d,1
139,Male,False,r,3
139,Male,False,a,2
140,Male,True,d,2
140,Male,True,r,1
140,Male,True,a,3
141,Male,False,a,1
141,Male,False,r,3
141,Male,False,d,2
142,Male,True,r,1
142,Male,True,a,2
142,Male,True,d,3
143,Male,False,a,1
143,Male,False,r,3
143,Male,False,d,2
144,Male,True,r,1
144,Male,True,d,3
144,Male,True,a,2
145,Male,False,a,3
145,Male,False,r,2
145,Male,False,d,1
146,Male,True,r,2
146,Male,True,a,3
146,Male,True,d,1
147,Male,False,d,2
147,Male,False,r,3
147,Male,False,a,1
148,Male,True,d,1
148,Male,True,r,2
148,Male,True,a,3
149,Male,False,r,3
149,Male,False,d,2
149,Male,False,a,1
150,Male,True,r,2
150,Male,True,a,1
150,Male,True,d,3
151,Female,False,d,2
151,Female,False,a,1
151,Female,False,r,3
152,Female,True,a,2
152,Female,True,d,3
152,Female,True,r,1
153,Female,False,d,2
153,Female,False,a,1
153,Female,False,r,3
154,Female,True,r,1
154,Female,True,d,3
154,Female,True,a,2
155,Female,False,r,3
155,Female,False,a,1
155,Female,False,d,2
156,Female,True,r,1
156,Female,True,a,3
156,Female,True,d,2
157,Female,False,a,1
157,Female,False,r,3
157,Female,False,d,2
158,Female,True,a,2
158,Female,True,d,3
158,Female,True,r,1
159,Female,False,r,3
159,Female,False,a,2
159,Female,False,d,1
160,Female,True,a,2
160,Female,True,d,3
160,Female,True,r,1
161,Female,False,r,2
161,Female,False,d,1
161,Female,False,a,3
162,Female,True,a,2
162,Female,True,r,3
162,Female,True,d,1
163,Female,False,r,3
163,Female,False,d,2
163,Female,False,a,1
164,Female,True,r,3
164,Female,True,a,2
164,Female,True,d,1
165,Female,False,r,3
165,Female,False,a,1
165,Female,False,d,2
166,Female,True,a,3
166,Female,True,d,2
166,Female,True,r,1
167,Female,False,d,1
167,Female,False,r,3
167,Female,False,a,2
168,Female,True,a,3
168,Female,True,r,1
168,Female,True,d,2
169,Female,False,d,1
169,Female,False,r,3
169,Female,False,a,2
170,Female,True,d,3
170,Female,True,r,1
170,Female,True,a,2
171,Female,False,a,1
171,Female,False,r,3
171,Female,False,d,2
172,Female,True,r,1
172,Female,True,a,3
172,Female,True,d,2
173,Female,False,a,1
173,Female,False,r,3
173,Female,False,d,2
174,Female,True,r,1
174,Female,True,d,2
174,Female,True,a,3
175,Female,False,a,3
175,Female,False,r,2
175,Female,False,d,1
176,Female,True,r,2
176,Female,True,a,3
176,Female,True,d,1
177,Female,False,d,1
177,Female,False,r,3
177,Female,False,a,2
178,Female,True,d,1
178,Female,True,r,2
178,Female,True,a,3
179,Female,False,r,3
179,Female,False,d,2
179,Female,False,a,1
180,Female,True,r,1
180,Female,True,a,2
180,Female,True,d,3
181,Male,False,d,2
181,Male,False,a,1
181,Male,False,r,3
182,Male,True,a,3
182,Male,True,d,2
182,Male,True,r,1
183,Male,False,d,1
183,Male,False,a,2
183,Male,False,r,3
184,Male,True,r,1
184,Male,True,d,2
184,Male,True,a,3
185,Male,False,r,3
185,Male,False,a,1
185,Male,False,d,2
186,Male,True,r,1
186,Male,True,a,2
186,Male,True,d,3
187,Male,False,a,1
187,Male,False,r,3
187,Male,False,d,2
188,Male,True,a,3
188,Male,True,d,2
188,Male,True,r,1
189,Male,False,r,2
189,Male,False,a,3
189,Male,False,d,1
190,Male,True,a,3
190,Male,True,d,2
190,Male,True,r,1
191,Male,False,r,3
191,Male,False,d,1
191,Male,False,a,2
192,Male,True,a,3
192,Male,True,r,2
192,Male,True,d,1
193,Male,False,r,3
193,Male,False,d,2
193,Male,False,a,1
194,Male,True,r,2
194,Male,True,a,3
194,Male,True,d,1
195,Male,False,r,3
195,Male,False,a,1
195,Male,False,d,2
196,Male,True,a,3
196,Male,True,d,2
196,Male,True,r,1
197,Male,False,d,2
197,Male,False,r,3
197,Male,False,a,1
198,Male,True,a,3
198,Male,True,r,2
198,Male,True,d,1
199,Male,False,d,1
199,Male,False,r,3
199,Male,False,a,2
200,Male,True,d,2
200,Male,True,r,1
200,Male,True,a,3
201,Male,False,a,1
201,Male,False,r,3
201,Male,False,d,2
202,Male,True,r,1
202,Male,True,a,2
202,Male,True,d,3
203,Male,False,a,1
203,Male,False,r,3
203,Male,False,d,2
204,Male,True,r,1
204,Male,True,d,2
204,Male,True,a,3
205,Male,False,a,3
205,Male,False,r,2
205,Male,False,d,1
206,Male,True,r,2
206,Male,True,a,3
206,Male,True,d,1
207,Male,False,d,2
207,Male,False,r,3
207,Male,False,a,1
208,Male,True,d,1
208,Male,True,r,2
208,Male,True,a,3
209,Male,False,r,3
209,Male,False,d,2
209,Male,False,a,1
210,Male,True,r,1
210,Male,True,a,2
210,Male,True,d,3
211,Female,False,d,1
211,Female,False,a,2
211,Female,False,r,3
212,Female,True,a,2
212,Female,True,d,1
212,Female,True,r,3
213,Female,False,d,2
213,Female,False,a,1
213,Female,False,r,3
214,Female,True,r,2
214,Female,True,d,3
214,Female,True,a,1
215,Female,False,r,2
215,Female,False,a,1
215,Female,False,d,3
216,Female,True,r,1
216,Female,True,a,2
216,Female,True,d,3
217,Female,False,a,1
217,Female,False,r,2
217,Female,False,d,3
218,Female,True,a,1
218,Female,True,d,3
218,Female,True,r,2
219,Female,False,r,3
219,Female,False,a,2
219,Female,False,d,1
220,Female,True,a,1
220,Female,True,d,3
220,Female,True,r,2
221,Female,False,r,1
221,Female,False,d,3
221,Female,False,a,2
222,Female,True,a,1
222,Female,True,r,3
222,Female,True,d,2
223,Female,False,r,2
223,Female,False,d,1
223,Female,False,a,3
224,Female,True,r,3
224,Female,True,a,2
224,Female,True,d,1
225,Female,False,r,3
225,Female,False,a,1
225,Female,False,d,2
226,Female,True,a,2
226,Female,True,d,3
226,Female,True,r,1
227,Female,False,d,2
227,Female,False,r,1
227,Female,False,a,3
228,Female,True,a,1
228,Female,True,r,2
228,Female,True,d,3
229,Female,False,d,1
229,Female,False,r,3
229,Female,False,a,2
230,Female,True,d,3
230,Female,True,r,2
230,Female,True,a,1
231,Female,False,a,3
231,Female,False,r,1
231,Female,False,d,2
232,Female,True,r,2
232,Female,True,a,1
232,Female,True,d,3
233,Female,False,a,2
233,Female,False,r,3
233,Female,False,d,1
234,Female,True,r,3
234,Female,True,d,2
234,Female,True,a,1
235,Female,False,a,1
235,Female,False,r,3
235,Female,False,d,2
236,Female,True,r,3
236,Female,True,a,1
236,Female,True,d,2
237,Female,False,d,2
237,Female,False,r,3
237,Female,False,a,1
238,Female,True,d,3
238,Female,True,r,2
238,Female,True,a,1
239,Female,False,r,3
239,Female,False,d,2
239,Female,False,a,1
240,Female,True,r,1
240,Female,True,a,2
240,Female,True,d,3
241,Male,False,d,2
241,Male,False,a,1
241,Male,False,r,3
242,Male,True,a,1
242,Male,True,d,3
242,Male,True,r,2
243,Male,False,d,1
243,Male,False,a,2
243,Male,False,r,3
244,Male,True,r,1
244,Male,True,d,3
244,Male,True,a,2
245,Male,False,r,3
245,Male,False,a,2
245,Male,False,d,1
246,Male,True,r,1
246,Male,True,a,2
246,Male,True,d,3
247,Male,False,a,1
247,Male,False,r,3
247,Male,False,d,2
248,Male,True,a,3
248,Male,True,d,1
248,Male,True,r,2
249,Male,False,r,3
249,Male,False,a,2
249,Male,False,d,1
250,Male,True,a,2
250,Male,True,d,3
250,Male,True,r,1
251,Male,False,r,2
251,Male,False,d,1
251,Male,False,a,3
252,Male,True,a,3
252,Male,True,r,2
252,Male,True,d,1
253,Male,False,r,3
253,Male,False,d,2
253,Male,False,a,1
254,Male,True,r,3
254,Male,True,a,2
254,Male,True,d,1
255,Male,False,r,3
255,Male,False,a,2
255,Male,False,d,1
256,Male,True,a,3
256,Male,True,d,1
256,Male,True,r,2
257,Male,False,d,1
257,Male,False,r,3
257,Male,False,a,2
258,Male,True,a,2
258,Male,True,r,1
258,Male,True,d,3
259,Male,False,d,1
259,Male,False,r,3
259,Male,False,a,2
260,Male,True,d,3
260,Male,True,r,1
260,Male,True,a,2
261,Male,False,a,1
261,Male,False,r,3
261,Male,False,d,2
262,Male,True,r,1
262,Male,True,a,3
262,Male,True,d,2
263,Male,False,a,1
263,Male,False,r,3
263,Male,False,d,2
264,Male,True,r,1
264,Male,True,d,2
264,Male,True,a,3
265,Male,False,a,2
265,Male,False,r,3
265,Male,False,d,1
266,Male,True,r,2
266,Male,True,a,3
266,Male,True,d,1
267,Male,False,d,2
267,Male,False,r,3
267,Male,False,a,1
268,Male,True,d,1
268,Male,True,r,2
268,Male,True,a,3
269,Male,False,r,3
269,Male,False,d,1
269,Male,False,a,2
270,Male,True,r,2
270,Male,True,a,1
270,Male,True,d,3
271,Female,False,d,2
271,Female,False,a,1
271,Female,False,r,3
272,Female,True,a,3
272,Female,True,d,2
272,Female,True,r,1
273,Female,False,d,2
273,Female,False,a,1
273,Female,False,r,3
274,Female,True,r,1
274,Female,True,d,2
274,Female,True,a,3
275,Female,False,r,3
275,Female,False,a,1
275,Female,False,d,2
276,Female,True,r,1
276,Female,True,a,3
276,Female,True,d,2
277,Female,False,a,1
277,Female,False,r,2
277,Female,False,d,3
278,Female,True,a,2
278,Female,True,d,3
278,Female,True,r,1
279,Female,False,r,3
279,Female,False,a,2
279,Female,False,d,1
280,Female,True,a,3
280,Female,True,d,2
280,Female,True,r,1
281,Female,False,r,2
281,Female,False,d,1
281,Female,False,a,3
282,Female,True,a,3
282,Female,True,r,2
282,Female,True,d,1
283,Female,False,r,3
283,Female,False,d,2
283,Female,False,a,1
284,Female,True,r,2
284,Female,True,a,3
284,Female,True,d,1
285,Female,False,r,3
285,Female,False,a,2
285,Female,False,d,1
286,Female,True,a,3
286,Female,True,d,2
286,Female,True,r,1
287,Female,False,d,1
287,Female,False,r,3
287,Female,False,a,2
288,Female,True,a,3
288,Female,True,r,2
288,Female,True,d,1
289,Female,False,d,1
289,Female,False,r,3
289,Female,False,a,2
290,Female,True,d,3
290,Female,True,r,1
290,Female,True,a,2
291,Female,False,a,2
291,Female,False,r,3
291,Female,False,d,1
292,Female,True,r,1
292,Female,True,a,2
292,Female,True,d,3
293,Female,False,a,1
293,Female,False,r,3
293,Female,False,d,2
294,Female,True,r,1
294,Female,True,d,3
294,Female,True,a,2
295,Female,False,a,2
295,Female,False,r,3
295,Female,False,d,1
296,Female,True,r,3
296,Female,True,a,2
296,Female,True,d,1
297,Female,False,d,2
297,Female,False,r,3
297,Female,False,a,1
298,Female,True,d,1
298,Female,True,r,2
298,Female,True,a,3
299,Female,False,r,3
299,Female,False,d,2
299,Female,False,a,1
300,Female,True,r,2
300,Female,True,a,3
300,Female,True,d,1
301,Male,False,d,2
301,Male,False,a,1
301,Male,False,r,3
302,Male,True,a,3
302,Male,True,d,2
302,Male,True,r,1
303,Male,False,d,1
303,Male,False,a,2
303,Male,False,r,3
304,Male,True,r,1
304,Male,True,d,2
304,Male,True,a,3
305,Male,False,r,3
305,Male,False,a,1
305,Male,False,d,2
306,Male,True,r,3
306,Male,True,a,2
306,Male,True,d,1
307,Male,False,a,1
307,Male,False,r,3
307,Male,False,d,2
308,Male,True,a,3
308,Male,True,d,2
308,Male,True,r,1
309,Male,False,r,3
309,Male,False,a,2
309,Male,False,d,1
310,Male,True,a,2
310,Male,True,d,3
310,Male,True,r,1
311,Male,False,r,3
311,Male,False,d,1
311,Male,False,a,2
312,Male,True,a,3
312,Male,True,r,2
312,Male,True,d,1
313,Male,False,r,3
313,Male,False,d,2
313,Male,False,a,1
314,Male,True,r,2
314,Male,True,a,3
314,Male,True,d,1
315,Male,False,r,3
315,Male,False,a,1
315,Male,False,d,2
316,Male,True,a,3
316,Male,True,d,2
316,Male,True,r,1
317,Male,False,d,1
317,Male,False,r,3
317,Male,False,a,2
318,Male,True,a,3
318,Male,True,r,2
318,Male,True,d,1
319,Male,False,d,1
319,Male,False,r,3
319,Male,False,a,2
320,Male,True,d,3
320,Male,True,r,1
320,Male,True,a,2
321,Male,False,a,1
321,Male,False,r,3
321,Male,False,d,2
322,Male,True,r,1
322,Male,True,a,3
322,Male,True,d,2
323,Male,False,a,1
323,Male,False,r,3
323,Male,False,d,2
324,Male,True,r,1
324,Male,True,d,2
324,Male,True,a,3
325,Male,False,a,3
325,Male,False,r,2
325,Male,False,d,1
326,Male,True,r,1
326,Male,True,a,3
326,Male,True,d,2
327,Male,False,d,1
327,Male,False,r,3
327,Male,False,a,2
328,Male,True,d,1
328,Male,True,r,2
328,Male,True,a,3
329,Male,False,r,3
329,Male,False,d,2
329,Male,False,a,1
330,Male,True,r,1
330,Male,True,a,2
330,Male,True,d,3
331,Male,False,d,2
331,Male,False,a,1
331,Male,False,r,3
332,Male,True,a,2
332,Male,True,d,3
332,Male,True,r,1
333,Male,False,d,1
333,Male,False,a,2
333,Male,False,r,3
334,Male,True,r,1
334,Male,True,d,3
334,Male,True,a,2
335,Male,False,r,3
335,Male,False,a,1
335,Male,False,d,2
336,Male,True,r,1
336,Male,True,a,3
336,Male,True,d,2
337,Male,False,a,1
337,Male,False,r,3
337,Male,False,d,2
338,Male,True,a,3
338,Male,True,d,2
338,Male,True,r,1
339,Male,False,r,3
339,Male,False,a,2
339,Male,False,d,1
340,Male,True,a,2
340,Male,True,d,3
340,Male,True,r,1
341,Male,False,r,3
341,Male,False,d,1
341,Male,False,a,2
342,Male,True,a,3
342,Male,True,r,2
342,Male,True,d,1
343,Male,False,r,3
343,Male,False,d,2
343,Male,False,a,1
344,Male,True,r,2
344,Male,True,a,3
344,Male,True,d,1
345,Male,False,r,3
345,Male,False,a,2
345,Male,False,d,1
346,Male,True,a,3
346,Male,True,d,2
346,Male,True,r,1
347,Male,False,d,1
347,Male,False,r,3
347,Male,False,a,2
348,Male,True,a,3
348,Male,True,r,2
348,Male,True,d,1
349,Male,False,d,1
349,Male,False,r,3
349,Male,False,a,2
350,Male,True,d,3
350,Male,True,r,1
350,Male,True,a,2
351,Male,False,a,2
351,Male,False,r,3
351,Male,False,d,1
352,Male,True,r,1
352,Male,True,a,2
352,Male,True,d,3
353,Male,False,a,1
353,Male,False,r,3
353,Male,False,d,2
354,Male,True,r,1
354,Male,True,d,2
354,Male,True,a,3
355,Male,False,a,3
355,Male,False,r,2
355,Male,False,d,1
356,Male,True,r,2
356,Male,True,a,3
356,Male,True,d,1
357,Male,False,d,2
357,Male,False,r,3
357,Male,False,a,1
358,Male,True,d,1
358,Male,True,r,2
358,Male,True,a,3
359,Male,False,r,3
359,Male,False,d,1
359,Male,False,a,2
360,Male,True,r,2
360,Male,True,a,1
360,Male,True,d,3
361,Female,False,d,2
361,Female,False,a,1
361,Female,False,r,3
362,Female,True,a,3
362,Female,True,d,2
362,Female,True,r,1
363,Female,False,d,1
363,Female,False,a,2
363,Female,False,r,3
364,Female,True,r,1
364,Female,True,d,3
364,Female,True,a,2
365,Female,False,r,3
365,Female,False,a,1
365,Female,False,d,2
366,Female,True,r,1
366,Female,True,a,3
366,Female,True,d,2
367,Female,False,a,1
367,Female,False,r,3
367,Female,False,d,2
368,Female,True,a,2
368,Female,True,d,3
368,Female,True,r,1
369,Female,False,r,3
369,Female,False,a,2
369,Female,False,d,1
370,Female,True,a,2
370,Female,True,d,3
370,Female,True,r,1
371,Female,False,r,2
371,Female,False,d,1
371,Female,False,a,3
372,Female,True,a,2
372,Female,True,r,1
372,Female,True,d,3
373,Female,False,r,3
373,Female,False,d,1
373,Female,False,a,2
374,Female,True,r,2
374,Female,True,a,3
374,Female,True,d,1
375,Female,False,r,3
375,Female,False,a,1
375,Female,False,d,2
376,Female,True,a,3
376,Female,True,d,2
376,Female,True,r,1
377,Female,False,d,2
377,Female,False,r,3
377,Female,False,a,1
378,Female,True,a,3
378,Female,True,r,2
378,Female,True,d,1
379,Female,False,d,2
379,Female,False,r,3
379,Female,False,a,1
380,Female,True,d,3
380,Female,True,r,1
380,Female,True,a,2
381,Female,False,a,1
381,Female,False,r,3
381,Female,False,d,2
382,Female,True,r,1
382,Female,True,a,2
382,Female,True,d,3
383,Female,False,a,1
383,Female,False,r,3
383,Female,False,d,2
384,Female,True,r,1
384,Female,True,d,2
384,Female,True,a,3
385,Female,False,a,3
385,Female,False,r,2
385,Female,False,d,1
386,Female,True,r,3
386,Female,True,a,2
386,Female,True,d,1
387,Female,False,d,1
387,Female,False,r,3
387,Female,False,a,2
388,Female,True,d,1
388,Female,True,r,2
388,Female,True,a,3
389,Female,False,r,3
389,Female,False,d,2
389,Female,False,a,1
390,Female,True,r,1
390,Female,True,a,2
390,Female,True,d,3
391,Male,False,d,1
391,Male,False,a,2
391,Male,False,r,3
392,Male,True,a,3
392,Male,True,d,1
392,Male,True,r,2
393,Male,False,d,1
393,Male,False,a,2
393,Male,False,r,3
394,Male,True,r,1
394,Male,True,d,2
394,Male,True,a,3
395,Male,False,r,3
395,Male,False,a,1
395,Male,False,d,2
396,Male,True,r,1
396,Male,True,a,2
396,Male,True,d,3
397,Male,False,a,1
397,Male,False,r,3
397,Male,False,d,2
398,Male,True,a,1
398,Male,True,d,2
398,Male,True,r,3
399,Male,False,r,3
399,Male,False,a,2
399,Male,False,d,1
400,Male,True,a,1
400,Male,True,d,3
400,Male,True,r,2
401,Male,False,r,3
401,Male,False,d,1
401,Male,False,a,2
402,Male,True,a,2
402,Male,True,r,3
402,Male,True,d,1
403,Male,False,r,3
403,Male,False,d,2
403,Male,False,a,1
404,Male,True,r,2
404,Male,True,a,3
404,Male,True,d,1
405,Male,False,r,3
405,Male,False,a,1
405,Male,False,d,2
406,Male,True,a,3
406,Male,True,d,2
406,Male,True,r,1
407,Male,False,d,2
407,Male,False,r,3
407,Male,False,a,1
408,Male,True,a,3
408,Male,True,r,1
408,Male,True,d,2
409,Male,False,d,1
409,Male,False,r,3
409,Male,False,a,2
410,Male,True,d,3
410,Male,True,r,1
410,Male,True,a,2
411,Male,False,a,1
411,Male,False,r,3
411,Male,False,d,2
412,Male,True,r,1
412,Male,True,a,3
412,Male,True,d,2
413,Male,False,a,1
413,Male,False,r,3
413,Male,False,d,2
414,Male,True,r,1
414,Male,True,d,3
414,Male,True,a,2
415,Male,False,a,3
415,Male,False,r,2
415,Male,False,d,1
416,Male,True,r,3
416,Male,True,a,2
416,Male,True,d,1
417,Male,False,d,1
417,Male,False,r,3
417,Male,False,a,2
418,Male,True,d,2
418,Male,True,r,1
418,Male,True,a,3
419,Male,False,r,3
419,Male,False,d,2
419,Male,False,a,1
420,Male,True,r,1
420,Male,True,a,2
420,Male,True,d,3
421,Female,False,d,2
421,Female,False,a,1
421,Female,False,r,3
422,Female,True,a,3
422,Female,True,d,1
422,Female,True,r,2
423,Female,False,d,1
423,Female,False,a,2
423,Female,False,r,3
